54,0.9647,,,,,,,,,,,,,,,,,,,,,,,
54,0.9458,,,,,,,,,,,,,,,,,,,,,,,
54,0.908,,,,,,,,,,,,,,,,,,,,,,,
54,0.8146,,,,,,,,,,,,,,,,,,,,,,,
54,0.4684,,,,,,,,,,,,,,,,,,,,,,,
54,0.541,,,,,,,,,,,,,,,,,,,,,,,
54,0.4207,,,,,,,,,,,,,,,,,,,,,,,
54,0.3464,,,,,,,,,,,,,,,,,,,,,0.7829,0.9404,0.9585
54,0.3939,,,,,,,,,,,,,,,,,,,,,0.5076,0.802,0.9331
54,0.9708,,,,,0.7206,0.9625,0.9647,,,,,,,,,,,,,,0.4385,0.6194,0.8847
54,0.9708,,,,,0.5553,0.9032,0.9458,,,,,,,,,,,,,,0.183,0.3441,0.6869
54,0.9708,,,,,0.25,0.7565,0.908,,,,,,,,,,,,,,0.1671,0.2871,0.4558
54,0.9708,,,,,0.2161,0.6856,0.8146,,,,,,,,,,,,,,0.3013,0.2526,0.4403
54,0.9708,,,,,0.1235,0.5635,0.4684,,,,,,,,,,,,,,0.238,0.2214,0.4389
54,0.9708,,,,,0.1375,0.691,0.541,,,,,,,,,,,,,,0.2393,0.1691,0.3415
54,0.9708,,,,,0.203,0.3377,0.4207,,,,,,,,,,,,,,0.1653,0.1783,0.3306
54,0.9708,,,,,0.0662,0.3999,0.3464,,,,,,,,,,,,,,,,
54,0.9708,,,,,0.1412,0.3477,0.3939,,,,,,,,,,,,,,,,
54,0.9625,,,,,,,,,,,,,,,,,,,,,,,
54,0.9032,,,,,,,,,,,,,,,,,,,,,,0.9647,0.9585
54,0.7565,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,0.9458,0.9331
54,0.6856,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,0.908,0.8847
54,0.5635,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,0.8146,0.6869
54,0.691,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,0.4684,0.4558
54,0.3377,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,0.541,0.4403
54,0.3999,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,0.4207,0.4389
54,0.3477,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,0.3464,0.3415
54,0.9708,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,0.3939,0.3306
54,0.9708,,,,,0.9708,0.9708,0.9708,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,0.7206,0.7829,,,0.9625,0.9404
54,0.9708,,,,,,,,,,,,,,,,,,0.5553,0.5076,,,0.9032,0.802
54,0.9708,,,,,,,,,,,,,,,,,,0.25,0.4385,,,0.7565,0.6194
54,0.9708,,,,,,,,,,,,,,,,,,0.2161,0.183,,,0.6856,0.3441
54,0.9708,,,,,,,,,,,,,,,,,,0.1235,0.1671,,,0.5635,0.2871
54,0.9708,,,,,,,,,,,,,,,,,,0.1375,0.3013,,,0.691,0.2526
54,0.7206,,,,,,,,,,,,,,,,,,0.203,0.238,,,0.3377,0.2214
54,0.5553,,,,,,,,,,,,,,,,,,0.0662,0.2393,,,0.3999,0.1691
54,0.25,,,,,,,,,,,,,,,,,,0.1412,0.1653,,,0.3477,0.1783
54,0.2161,,,,,,,,,,,,,,,,,,,,,,,
54,0.1235,,,,,,,,,,,,,,,,,,,,,,,
54,0.1375,,,,,,,,,,,,,,,,,,,,,,,
54,0.203,,,,,,,,,,,,,,,,,,,,,,,
54,0.0662,,,,,,,,,,,,,,,,,,,,,,,
54,0.1412,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
54,0.9708,,,,,,,,,,,,,,,,,,,,,,,
